	No.	お名前(HN可)	所属陣営	TYPE	銘柄コード	2倍になりそうな銘柄	理由	件数
1027	481	kenmo@湘南投資勉強会	湘南投資勉強会	東証GR	4270	BeeX	BeeX 上場から3年目。テーマ株(SAP 2027年問題)。2025年2月期通期は小幅増益で予想を据え置くも上振れ余地あり。タックスロスセリングで株価位置も低く2倍株妙味あり。市場環境は良好。SAPシステムのクラウド化への移行需要の本格化も追い風。	2
1028	482	写楽保介	湘南投資勉強会	東証GR	4270	BeeX	BeeX 増収増益、ストック要素のあるサービスも堅調。25.2期の上方修正を期待。でも配当を出さないとたぶん評価されないので、2倍は夢か。。	2
1029	486	ウィン	湘南投資勉強会	東証PR	4344	ソースネクスト	ソースネクスト　ポケトークの上場が予定されているため	2
1030	487	Yokabun	湘南投資勉強会	東証PR	4344	ソースネクスト	ソースネクスト　ポケトーク上場	2
1031	505	くま	湘南投資勉強会	東証GR	4379	Photosynth	Photosynth ビルマネジメントの方も成果出てきそう	2
1032	506	saku	湘南投資勉強会	東証GR	4379	Photosynth	フォトシンス　黒転とビットキーがIPOしてくると相対比較で割安感でるかも149A	2
1033	518	しも	湘南投資勉強会	東証GR	4414	フレクト	フレクト　そこそこ好業績なのにダメなところ多いから改善すれば上がる	2
1034	519	AK	神戸投資勉強会	東証GR	4414	フレクト	フレクト　業務削減のソリューションがテーマになり、業績改善、PER拡大で２倍に。	2
1035	521	Lily	秋からIR説明会にどちらの勉強会でも参加させて頂いています。	東証GR	4416	True_Data	True Data 東京海上スマートモビリティとの業務提携、ウェルシアがAI販促ソリューション導入、伊藤忠商事との資本業務提携	2
1036	522	momo	湘南投資勉強会	東証GR	4416	True_Data	truedata 大口業務提携が業績に寄与	2
1037	530	めろんぱん	湘南投資勉強会	東証GR	4431	スマレジ	スマレジ モメンタムで2倍	2
1038	531	きたやん	神戸投資勉強会	東証GR	4431	スマレジ	"スマレジ
サブスクの売り上げが何年上場して
社長も代わり、若手の力が加わると思ったから。"	2
1039	543	お蝶	湘南投資勉強会	東証GR	4448	kubell	kubell 黒字化の局面	2
1040	544	ゆかちん	はじめてです	東証GR	4448	kubell	クベル  値上げによる解約も少なく手堅い。黒字転換し今後の業績に期待。	2
1041	549	えむじぇい	湘南投資勉強会	東証PR	4461	第一工業製薬	第一工業製薬 高性能サーバー向け硬化樹脂が増勢。2025年度までに1.5倍～2倍の増産体制。モメンタム継続期待。	2
1042	550	石井	湘南投資勉強会	東証PR	4461	第一工業製薬	第一工業製薬　利益のインパクトが最も大きい、電子材料セグメントの光硬化樹脂が生産能力2倍になる為。生成AI向けサーバの材料として使われているのでテーマ株となり、PERの切り上がりも期待できる。	2
1043	558	まつ	湘南投資勉強会	東証PR	4481	ベース	ベース 2023年の高値から半分になっているが、今期も増収増益増配で高値奪還予想。	2
1044	559	しも	湘南投資勉強会	東証PR	4481	ベース	ベース　27年問題　SAPの切り替えの特需 業績底入れ	2
1045	562	いち	湘南投資勉強会	東証GR	4495	アイキューブドシステムズ	i3　CLOMO事業拡大。MA乗る来期数字が上振れすれば狙える可能性もあるか。	2
1046	563	かもめ	湘南投資勉強会	東証GR	4495	アイキューブドシステムズ	アイキューブドシステムズ。エムスリーと同視点。	2
1047	565	oct	湘南投資勉強会	東証ST	4499	Speee	Speee ブロックチェーンデジタルプラットフォーム事業への期待	2
1048	566	yume	湘南投資勉強会	東証ST	4499	Speee	Speee 材料がでれば。	2
1049	567	とこいえ	湘南投資勉強会	東証PR	4506	住友ファーマ	住友ファーマ  3(2)期赤字、来期は黒字浮上。コスト削減効果。225。	2
1050	568	りんご	湘南投資勉強会	東証PR	4506	住友ファーマ	住友ファーマ 投資ファンドによる買収	2
1051	571	コブダイバー	神戸投資勉強会	東証PR	4538	扶桑薬品工業	扶桑薬品工業 ① 製剤増産及び不採算品再算定等の影響によって輸液全体の不採算が緩和され売上原価率が改善し利潤を得やすい環境になっている。② 2027年3月に創立90周年に向けて累進配当を目標。③ 「資本コストや株価を意識した経営の実現に向けた対応」において、開示状況が検討中になっている、残り少ないPBR1倍割れのプライム銘柄。PBR1倍割れ解消を期待したい。	2
1052	572	柊	湘南投資勉強会	東証PR	4538	扶桑薬品工業	扶桑薬品工業 GE医薬品業界再編	2
1053	579	ロニー	湘南投資勉強会	東証ST	4657	環境管理センター	環境管理センター 水のPFAS検査需要が増加する。	2
1054	580	えびす	湘南投資勉強会	東証ST	4657	環境管理センター	環境管理センター、水道のPFAS管理の基準化	2
1055	581	ごはん	湘南投資勉強会	東証PR	4661	オリエンタルランド	オリエンタルランド  ずいぶん下がったので元に戻れば	2
1056	582	まる	湘南投資勉強会	東証PR	4661	オリエンタルランド	オリエンタルランド　人気があるからそのうちリバウンドするのではないか	2
1057	583	いち	湘南投資勉強会	東証PR	4666	パーク24	パーク２４　カーシェア1強では。将来の事業展開考えると夢がある。	2
1058	584	オニール好きの投資家	湘南投資勉強会	東証PR	4666	パーク24	パーク24 カーシェア最大手、自動運転関連銘柄としても期待	2
1059	591	たぐけん	湘南投資勉強会	東証PR	4686	ジャストシステム	"ジャストシステム　
スマイルゼミ4月から小学生講座18％値上げ、反映は4−6月から1Q業績変化率大きい。"	2
1060	592	au3（ナカ）	湘南投資勉強会	東証PR	4686	ジャストシステム	ジャストシステム スマイルゼミの値上げで今年の増収減益から来期は増収増益へ。	2
1061	593	ちょる子	湘南投資勉強会	東証ST	4691	ワシントンホテル	ワシントンホテル　インバウンドと、拡大性から	2
1062	594	カンジ	湘南投資勉強会	東証ST	4691	ワシントンホテル	ワシントンホテル　中国からの観光客ビザ緩和	2
1063	621	お蝶	湘南投資勉強会	東証ST	4816	東映アニメーション	東映アニメ ドラゴンボールテーマパーク	2
1064	622	にこいち	四季報investors	東証ST	4816	東映アニメーション	東映アニメーション（4816）　アニメキャラクターの版権収入に期待。	2
1065	655	だいたーん	湘南投資勉強会	札証Ａ	5039	キットアライブ	キットアライブ  今期は業績好転、上がり始めたら2倍も	2
1066	656	roku	湘南投資勉強会	札証Ａ	5039	キットアライブ	キットアライブ　時価総額が安い	2
1067	667	オニール好きの投資家	湘南投資勉強会	東証GR	5136	tripla	tripla 昨年に続いてOTAに対して直予約の普及期待	2
1068	668	ダニエル	湘南投資勉強会	東証GR	5136	tripla	tripla　大幅に伸長　成長継続	2
1069	688	エル川	湘南投資勉強会	東証GR	5244	jig.jp	ｊｉｇ．ｊｐ　配信サイトふわっちを運営。推し活の一種。お金があっても結婚、子育てやリアルでの親密な人間関係を選択しないような層が増えておりそういう人が小粒な配信者に投げ銭を爆投げして貢献欲求を満たしてるのかも。数字が伴い評価が変わればワンチャン。	2
1070	689	おいどん	どちらかと言うと神戸	東証GR	5244	jig.jp	Jig.jp 5244 福井県に関わりがある会社だから。創業者は石川出身ですが。	2
1071	693	天パの電波ちゃん	神戸投資勉強会	東証ST	5250	プライム・ストラテジー	プライムストラテジー	2
1072	694	エアー	直近はkabuberryやパンローリングのIRセミナー等に参加しております。	東証ST	5250	プライム・ストラテジー	プライムストラテジー　米国で戦略AIが特許取得。トランプさんの影響で米国で活躍するAI関連企業は追い風。　WEB高速化のニーズは今後増加と予想。	2
1073	707	とこいえ	湘南投資勉強会	東証PR	5310	東洋炭素	東洋炭素 売り上げ営業利益率20.1％で、PER12倍は評価不足。	2
1074	708	ヒロシ	湘南投資勉強会	東証PR	5310	東洋炭素	東洋炭素 半導体の需要鈍化から株価半減も、長期的な成長の見方は変わらず、財務は万全。どこかで見直しが入りそう。	2
1075	709	ににもも	湘南投資勉強会	東証PR	5333	日本碍子	日本ガイシ　データセンターにおいて、ハードディスクドライブ用の圧電素子の需要拡大。の割にはまだ株価安い？	2
1076	710	本屋	湘南投資勉強会	東証PR	5333	日本碍子	日本ガイシ 蓄電池思惑	2
1077	711	お蝶	湘南投資勉強会	東証ST	5381	Mipox	Mipox データセンター投資拡大の影響	2
1078	712	にゃんまる	湘南投資勉強会	東証ST	5381	Mipox	Mipox. データセンター関連銘柄で需要がありそうだから	2
1079	713	ちょる子	湘南投資勉強会	東証PR	5411	JFEホールディングス	JFEHD 鉄鋼は全体的に今逆風ですがインフラ需要増に伴い需要拡大、自動車はトヨタが良いと思うので煽りを受けるかなと	2
1080	714	のりこ	湘南投資勉強会	東証PR	5411	JFEホールディングス	JFEHLD 2026年には 中国 経済復活 インド 経済成長などで2025年12月にちょうど2倍になる	2
1081	718	コジエリ	湘南投資勉強会	東証GR	5532	リアルゲイト	リアルゲイト　ビジネスモデルが他の不動産と違っているため	2
1082	719	大きなかぶ	湘南投資勉強会	東証GR	5532	リアルゲイト	リアルゲイト サイバーエージェントが64.8％保有しており、流動性なし。今後もIR活動により事業のストック性が認知され、既存のホルダーからの売りも出なければ、PERが切り上がる余地あり。26年9月期ガイダンスが中計通りで、EPS262円×PER20倍＝5240円で2倍。増資は数年はやらない（2024年12月KabuBerry）	2
1083	726	オニール好きの投資家	湘南投資勉強会	東証GR	5577	アイデミー	アイデミー　昨年に続いて人的資本投資期待	2
1084	727	ボブ	湘南投資勉強会	東証GR	5577	アイデミー	アイデミー。安い	2
1085	746	ほーちゃんのパパ	湘南投資勉強会	東証GR	5595	QPS研究所	QPS研究所　黒転の兆しが見え急騰	2
1086	747	猫三昧	神戸投資勉強会	東証GR	5595	QPS研究所	5595 Q PS研究所 宇宙防衛はAI兵器の要	2
1087	758	sakumaT	湘南投資勉強会	東証PR	5632	三菱製鋼	三菱製鋼    バリュー枠。不採算事業から撤退し、受注増加している事業の生産ラインを強化している模様。配当利回りも悪くないので、来期予想でいい数字と高い配当（配当性向30%か上げてくる期待）を予想している。	2
1088	759	やまにゃん	湘南投資勉強会	東証PR	5632	三菱製鋼	三菱製鋼　中計最終年度、経営陣が目標達成に自信、特損影響剥落→EPS・配当倍増	2
1089	761	日本酒軽	湘南投資勉強会	東証PR	5706	三井金属鉱業	三井金属　米中レアメタル戦争	2
1090	762	miya	湘南投資勉強会	東証PR	5706	三井金属鉱業	大阪チタニウム 航空機用チタンの需要が膨らみ、チタン価格の上昇により業績向上	2
1091	776	たかね	湘南投資勉強会	東証GR	5842	インテグラル	インテグラル ファンドを組成するタイプの銘柄であり、業績次第では大きく上がりそう。	2
1092	777	バンプ	神戸投資勉強会	東証GR	5842	インテグラル	インテグラル。凸版フォトマスクの上場	2
1093	786	TS開運	湘南投資勉強会	東証GR	5870	ナルネットコミュニケーションズ	ナルネット WECARSや伊藤忠グループの組織力の恩恵	2
1094	787	なのなの	湘南投資勉強会	東証GR	5870	ナルネットコミュニケーションズ	ナルネットコミュニケーションズ　今期進捗率悪いが、来期以降、伊藤忠グループ・WECARS（旧ビッグモーター）との提携効果が数値に表れてくることを期待。自動車アフターマーケットに力を入れる伊藤忠商事からのTOBもワンチャン期待。時価総額26億円	2
1095	789	えむ#	湘南投資勉強会	東証GR	5888	DAIWA_CYCLE	DAIWA CYCLE 着実な成長に期待	2
1096	790	josui	湘南投資勉強会	東証GR	5888	DAIWA_CYCLE	DAIWACYCLE 関東圏への地盤拡大	2
1097	813	マックス	草を食べて暮らそう会	東証GR	6027	弁護士ドットコム	弁護士ドットコム たまに急騰することがあるからです	2
1098	814	Mくんニキ	神戸投資勉強会	東証GR	6027	弁護士ドットコム	弁護士ドットコム リーガルブレインが収益化するから	2
1099	820	ミキスケ	湘南投資勉強会	東証ST	6037	楽待	楽待　YouTubeの番組にに芸能人採用したり、主要な駅で駅近で宣伝の看板をよく見るので儲かっているのかなと思ったから	2
1100	821	_dee	神戸投資勉強会	東証ST	6037	楽待	楽待　価格改定を行なっており会員数も順調に伸びていることから	2
1101	833	yoshi	湘南投資勉強会	福証	6076	アメイズ	アメイズ 値上げが発表されたため	2
1102	834	タダモノ	湘南投資勉強会	福証	6076	アメイズ	アメイズ　元々利益率の高さ。経営拡大へ向けてtriplaのシステム新規導入。25年6/1より2割の価格改定と変化の時。	2
1103	835	さーさ	神戸投資勉強会	東証PR	6080	M＆Aキャピタルパートナーズ	M&Aキャピタルパートナーズ 株価の観点で底入れから上昇に転じると予想	2
1104	836	えむじぇい	湘南投資勉強会	東証PR	6080	M＆Aキャピタルパートナーズ	Ｍ＆Ａキャピタルパートナーズ 大企業向け部署新設で期待するも確度に自信なし。M&A業界はPERが切り下がっていたが、HDの活性化や大企業のM&Aと共に盛り上がる想定。	2
1105	837	ヒデゾー	湘南投資勉強会	東証ST	6083	ERIホールディングス	ERI HD  建築基準法改正による需要増	2
1106	838	スーパーこさく	神戸投資勉強会	東証ST	6083	ERIホールディングス	ＥＲＩホールディングス　建築基準法改正で適合義務対象拡大	2
1107	847	しも	湘南投資勉強会	東証PR	6194	アトラエ	求人のgreen 底入れ	2
1108	848	スカイラー	湘南投資勉強会	東証PR	6194	アトラエ	アトラエ GreenとWevoxの二軸の成長	2
1109	873	sakumaT	湘南投資勉強会	東証ST	6227	AIメカテック	AIメカテック    今株価軟調な半導体関連銘柄枠。大きめの大口受注があるのと、四季報来期予想の数字が強い。	2
1110	874	ぺるる	湘南投資勉強会	東証ST	6227	AIメカテック	AIメカテック 海外企業から大口受注獲得	2
1111	919	ボダ子	初参加	東証PR	6458	新晃工業	新晃工業 データセンター系で株価的に	2
1112	920	日生牡蠣	どちらの勉強会にもまだ参加したことがないです	東証PR	6458	新晃工業	新晃工業　業績が下期偏重になることが多そうなので、3Qと4Qの決算に期待	2
1113	926	yoshi	湘南投資勉強会	東証ST	6505	東洋電機製造	東洋電機製造 鉄道会社の設備投資本格化を期待	2
1114	927	さふらん	湘南投資勉強会	東証ST	6505	東洋電機製造	東洋電機製造　国内外の鉄道新型車両向け、機器更新が好調で好業績予想。	2
1115	930	秋吉義明	湘南投資勉強会	東証GR	6521	オキサイド	オキサイド 利益回復と量子関連銘柄による思惑上げ	2
1116	931	まろまろ	湘南投資勉強会	東証GR	6521	オキサイド	オキサイド　6521 悪材料出尽くし直近四半期決算も6期振りに営利黒転。レーザ事業はこれ以上悪い材料はなくシンチレータビジネスは認知症増加によりPET堅調は今後も続き、買収したライコル社の量子もつれ光源は今後の量子コンピュータの研究に用いられることを考えるといまの株価は決して割高ではないと考えられる。	2
1117	933	かめぞう	湘南投資勉強会	東証ST	6524	湖北工業	湖北工業 データセンター間通信、海底ケーブルでのマルチコアファイバの適用がついに始まる	2
1118	934	だいふく	湘南投資勉強会	東証ST	6524	湖北工業	湖北工業 光海底ケーブル	2
1119	940	えむじぇい	湘南投資勉強会	東証ST	6551	ツナググループ・ホールディングス	ツナグGHD  インフレによる内需活況恩恵。ストックビジネスへの評価是正。総会での社長の話を信じる。	2
1120	941	Tommy	湘南投資勉強会	東証ST	6551	ツナググループ・ホールディングス	ツナグＧＨＤ 103万円の壁見直しでパート・アルバイトの就労者増加を予想	2
1121	942	ごんきち	湘南投資勉強会	東証GR	6554	エスユーエス	エスユーエス XR事業が評価される。VUZIからの流れ。	2
1122	943	ちゃちゃ	神戸投資勉強会	東証GR	6554	エスユーエス	エスユーエス グロース×人材派遣	2
1123	961	FN	神戸投資勉強会	東証GR	6597	HPCシステムズ	HPCシステムズ　　量子コンピュータ	2
1124	962	TS開運	湘南投資勉強会	東証GR	6597	HPCシステムズ	HPCシステムズ 量子コンピューターへの期待	2
1125	979	愛媛のユウ	神戸投資勉強会	東証ST	6666	リバーエレテック	リバーエレテック シクリカルの回復期なので期待しています。	2
1126	980	次男坊	神戸投資勉強会	東証ST	6666	リバーエレテック	リバーエレテック 超強気な中期経営計画を信じて。エッジAIなど通信の需要拡大を期待	2
1127	981	かめぞう	湘南投資勉強会	東証ST	6670	MCJ	MCJ　10月のWindows10終息特需、データセンターの液体冷却技術導入による業績拡大	2
1128	982	end	湘南投資勉強会	東証ST	6670	MCJ	MCJ Windows10サポート終了によるパソコン買い替え需要。PER11.1倍。大型だが利益率改善傾向。	2
1129	984	ごはん	湘南投資勉強会	東証PR	6728	アルバック	アルバック AIに期待	2
1130	985	ダニエル	湘南投資勉強会	東証PR	6728	アルバック	アルバック　成長＋増配	2
1131	1001	くりご飯	湘南投資勉強会	東証PR	6779	日本電波工業	日電波　大真空と同じ	2
1132	1002	愛媛のユウ	神戸投資勉強会	東証PR	6779	日本電波工業	日本電波工業 シクリカルの回復期なので期待しています。	2
1133	1030	ぴょん	湘南投資勉強会	東証PR	6958	日本シイエムケイ	CMK 車載関連､割安放置｡中長期期待	2
1134	1031	さーさ	神戸投資勉強会	東証PR	6958	日本シイエムケイ	日本シイエムケイ 株価の観点で底入れから上昇に転じると予想	2
1135	1046	くりご飯	湘南投資勉強会	東証PR	6997	日本ケミコン	日ケミ　来期にアルミ電解コンデンサ復調、新製品、ド底銘柄なため。	2
1136	1047	愛媛のユウ	神戸投資勉強会	東証PR	6997	日本ケミコン	日本ケミコン シクリカルの回復/拡大なので期待しています。	2
1137	1062	豚さがり	湘南投資勉強会	東証PR	7011	三菱重工業	三菱重工　【カタリスト】防衛装備品の輸出、原子力発電	2
1138	1063	Bolsa	湘南投資勉強会	東証PR	7011	三菱重工業	三菱重工　防衛関連で本命	2
1139	1074	FN	神戸投資勉強会	東証ST	7030	スプリックス	スプリックス　　プライムめざす	2
1140	1075	えびす	湘南投資勉強会	東証ST	7030	スプリックス	スプリックス、在日外国人の日本語を話せない子供の未就学者増で日本語教育がテーマに上がる（中国人様日本語学校開設、TOFAS（日本語の検定に使える？））	2
1141	1076	めそ	湘南投資勉強会	東証PR	7038	フロンティア・マネジメント	フロンティアマネジメント	2
1142	1077	ゆうと	神戸投資勉強会	東証PR	7038	フロンティア・マネジメント	フロンティア・マネジメント 同社は前期M&Aアドバイザリー事業が大きく足を引っ張り、一転赤字に転落する下方修正をおこない、株価も大幅に下がりました。また2024年8月には元々同社の創業者の1人の松岡氏の保有株をM&Aキャピタルパートナーズが取得し、現所では筆頭株主に躍り出ている状況です。これが同社の主導であれば筆頭株主との業務提携や資本業務提携などのアクションがあってもおかしくないところです。ところがそのような音沙汰がないことから、M&Aキャピタルパートナーズが経営責任の追及(現在の株価からでは相当な含み損であるため)し、経営権の取得に動いた場合、会社側も株主還元の強化など株価対策を打って出る可能性もあると思われます。まずは3月の定時株主総会での動向に注目したいところですが、今後特殊状況に陥った際には2倍程度の上値はあるものと思われます。	2
1143	1088	今亀庵	湘南投資勉強会	東証ST	7057	エヌ・シー・エヌ	NCN   構造計算強化	2
1144	1089	とものり	湘南投資勉強会	東証ST	7057	エヌ・シー・エヌ	NCN	2
1145	1118	ダンベルドア	湘南投資勉強会	東証ST	7111	INEST	INEST カブアンドとの関連が期待	2
1146	1119	ロニー	湘南投資勉強会	東証ST	7111	INEST	INEST ストック収益への転換が進んでおり、グリッチであると評価される。	2
1147	1120	羽根	神戸投資勉強会	東証ST	7122	近畿車輛	近畿車輛　ECM・MFが何かするような‥	2
1148	1121	yoshi	湘南投資勉強会	東証ST	7122	近畿車輛	近畿車輛 不採算案件による株価低迷からの反転	2
1149	1128	伊豆太郎	湘南投資勉強会	東証PR	7148	FPG	FPG 直近の業績良い。	2
1150	1129	josui	湘南投資勉強会	東証PR	7148	FPG	FPG 不動産小口化事業の成長	2
1151	1139	ロカ	湘南投資勉強会	東証ST	7177	GMOフィナンシャルホールディングス	GMO-FH 仮想通貨関連で材料視される	2
1152	1140	DAIBOUCHOU	湘南投資勉強会	東証ST	7177	GMOフィナンシャルホールディングス	"	GMOフィナンシャルホールディングス　暗号資産取引所好調とタイの貸倒引当金の収束。"	2
1153	1144	nt164	湘南投資勉強会	東証PR	7203	トヨタ自動車	トヨタ　ROE20% と円安	2
1154	1145	ちょる子	湘南投資勉強会	東証PR	7203	トヨタ自動車	トヨタ自動車　ハイブリッド車好調。為替の煽りを受ける。中国がダメでも欧米の需要増	2
1155	1153	ロカ	湘南投資勉強会	東証ST	7215	ファルテック	ファルテック 黒字化及びTOB期待	2
1156	1154	一心	湘南投資勉強会	東証ST	7215	ファルテック	ファルテック　業績回復 セクター見直し買い	2
1157	1163	秋吉義明	湘南投資勉強会	東証PR	7245	大同メタル工業	大同メタル AI、造船関連の売上好調と車関係の見直しによる上げ	2
1158	1164	一心	湘南投資勉強会	東証PR	7245	大同メタル工業	大同メタル　業績回復 割安	2
1159	1170	明菜	神戸投資勉強会	東証PR	7267	本田技研工業	ホンダ  2輪世界首位 インド好調 4輪は中国苦戦も世界上位 米で高収益  小型ジェット拡大。キャッシュフロー 20  21年2兆  22  23年3兆  24年4兆   売上高二期連続増収   ROEは上昇傾向なので、資本効率が改善。今期も安定成長を実現できるか。株主アンケートで、株主の意見にも耳を傾けてくれますし、カレンダーも使い易いので、長期ホルダーも増えると思います。	2
1160	1171	こうへい	湘南投資勉強会	東証PR	7267	本田技研工業	本田技研工業	2
1161	1182	イタル	湘南投資勉強会	東証GR	7320	Solvvy	Solvvy 昨年メディアシークを買収して人気（需給）を落としたが、直近決算の勢いを保てればグロース株として再評価されるのでは（現状PER12.5倍）	2
1162	1183	いち	湘南投資勉強会	東証GR	7320	Solvvy	Ｓｏｌｖｖｙ　事業好調で数字上振れ＋プライム上場＋還元等あれば狙えなくはない。	2
1163	1184	とおる	湘南投資勉強会	東証GR	7326	SBIインシュアランスグループ	SBIインシュアランスG グループ間シナジーで団信の伸び加速。NTTドコモは生命保険の免許を持ってないので住信SBIをTOBした場合にこちらも買収する思惑が出てきそう。高額医療制度の変更に伴い医療保険も追い風。	2
1164	1185	りんご	湘南投資勉強会	東証GR	7326	SBIインシュアランスグループ	SBIインシュアランスグループ 親会社SBIHDによる買収	2
1165	1209	やっしー	神戸投資勉強会	東証GR	7409	AeroEdge	ＡｅｒｏＥｄｇｅ	2
1166	1210	エアー	直近はkabuberryやパンローリングのIRセミナー等に参加しております。	東証GR	7409	AeroEdge	AeroEdge　ニッチ分野で評価を得ているので量産化からの収益に期待。　参入障壁が高く競合他社が台頭しにくい。	2
1167	1214	マッキー	湘南投資勉強会	東証PR	7453	良品計画	良品計画　商品がいい	2
1168	1215	カヌレ	湘南投資勉強会	東証PR	7453	良品計画	良品計画　社長交代したばかり。	2
1169	1219	きしん	神戸投資勉強会	東証ST	7561	ハークスレイ	ハークスレイ ずっと割安、ほっかほっか亭と思われているが店舗アセット&ソリューション事業が引っ張っている。近年MAも積極的、IR強化、PBR1倍割れ解消意識高い、万博出展決定、上値がどこまでかというより、下値が限定的で強いと考えている＝勝てる	2
1170	1220	まるのん	湘南投資勉強会	東証ST	7561	ハークスレイ	ハクスレイ シュウマイバブルが来る（笑） （25/3期から適用される新還元方針。減配しない、機動的な自己株買いが本格始動。シュウマイのMA通期寄与と不動産、食品共に好調持続。物価高による生活防衛や中食の拡大基調は継続する目線。店舗・不動産の好調持続もあり見直し機運を期待。大阪万博関連。EPS130*PER12）	2
1171	1227	とっしー	湘南投資勉強会	東証ST	7610	テイツー	テイツー　トレカ復活	2
1172	1228	どみの	神戸投資勉強会	東証ST	7610	テイツー	テイツー ポケカ復活による暴騰期待	2
1173	1244	しも	湘南投資勉強会	東証PR	7721	東京計器	東京計器　防衛関連の市場最大の受注が26/3期-27/3期に売り上げに	2
1174	1245	masa	湘南投資勉強会	東証PR	7721	東京計器	東京計器：造船ラッシュによる計器の販売増と、防衛関連需要と、需要が増えるため	2
1175	1246	にゃり	湘南投資勉強会	東証PR	7743	シード	シード 農工大とコンタクト型ウェアラブル端末開発。VR需要拡大に応える。	2
1176	1247	よつば	神戸投資勉強会	東証PR	7743	シード	シード　コンタクト	2
1177	1250	坂	フリー	東証ST	7775	大研医器	大研医器　欧州で承認がとれれば海外展開の道がひらける	2
1178	1251	きたやん	神戸投資勉強会	東証ST	7775	大研医器	大研医器 高齢者は増えて手術の器具は今後必要となっていくと思うから。	2
1179	1263	豚さがり	湘南投資勉強会	東証PR	7832	バンダイナムコホールディングス	バンダイナムコ　【カタリスト】万博銘柄　有力ＩＰ	2
1180	1264	あべんどT	湘南投資勉強会	東証PR	7832	バンダイナムコホールディングス	バンダイナムコ 新しいガンダムの展開などコンテンツビジネス展開	2
1181	1270	次男坊	神戸投資勉強会	東証PR	7868	広済堂ホールディングス	広済堂 祭場の増築や資産コンサル事業の伸びを期待	2
1182	1271	けむ。	新高値ブレイク投資塾	東証PR	7868	広済堂ホールディングス	廣済堂 新規参入が実質不可能。コンサル部門の伸びがかなり期待できる	2
1183	1273	エル川	湘南投資勉強会	東証ST	7908	きもと	きもと　業績底打ち傾向。ネットキャッシュ大量保有の中で来年中期経営計画と「資本コストと株価を意識した経営」について発表予定。働き方改革の本を出版するなど経営意識は元々高い。大幅還元強化、業績回復継続、将来ビジョンなど全て噛み合えばワンチャン。	2
1184	1274	伊豆太郎	湘南投資勉強会	東証ST	7908	きもと	きもと 経営陣が変わって業績も回復期待。	2
1185	1276	マッキー	湘南投資勉強会	東証PR	7936	アシックス	アシックス 商品がいい	2
1186	1277	お多福。	湘南投資勉強会	東証PR	7936	アシックス	アシックス　世界陸上	2
1187	1279	きしん	神戸投資勉強会	東証PR	7966	リンテック	リンテック HBM、MLCC向け絶好調、他のHBM関連より割安、桁違いの成長率が来期も継続できるかどうか、円安恩恵、北米ラベルが急悪化→回復期待	2
1188	1280	タダモノ	湘南投資勉強会	東証PR	7966	リンテック	リンテック　防犯フィルムのイメージ強いが、半導体メモリ向け商品の急伸が始まっており見直される。PER低め	2
1189	1291	おのこ	所属なし	東証ST	8030	中央魚類	中央魚類　割安是正。水産卸、冷凍加工品の需要拡大。	2
1190	1292	mayumayu	湘南投資勉強会	東証ST	8030	中央魚類	中央魚類　世界で空前の日本食ブーム	2
1191	1297	ひかり	無所属	東証PR	8061	西華産業	西華産業 まだまだ割安なので	2
1192	1298	keiko	湘南投資勉強会	東証PR	8061	西華産業	西華産業　三菱重工の販売代理店で主要顧客は西日本エリアの電力会社。23年から原子力発電関連ビジネスを開始し、23年に受注を受けたものが今期〜来期にかけて業績に反映してくる。受注残も過去最高。	2
1193	1299	yuyu	湘南投資勉強会	東証PR	8088	岩谷産業	岩谷産業 逆トランプ銘柄として下がりすぎ。	2
1194	1300	ビョル	神戸投資勉強会	東証PR	8088	岩谷産業	岩谷産業　水素期待	2
1195	1319	めがね	神戸投資勉強会	東証PR	8515	アイフル	アイフル　過払い金がほとんど終わった	2
1196	1320	ポンポコたぬき	湘南投資勉強会	東証PR	8515	アイフル	アイフル 無担保ローン残高が10年で2倍以上。消費者金融の勝ち組。	2
1197	1324	りんご	湘南投資勉強会	東証PR	8570	イオンフィナンシャルサービス	イオンFS 親会社イオンによる買収	2
1198	1325	ロカ	湘南投資勉強会	東証PR	8570	イオンフィナンシャルサービス	イオンFS 足を引っ張る海外事業撤退で業績改善及びTOB期待	2
1199	1327	スカイラー	湘南投資勉強会	東証PR	8604	野村ホールディングス	野村ホールディングス マーケットの活況の継続、業績の続伸に期待	2
1200	1328	にゃり	湘南投資勉強会	東証PR	8604	野村ホールディングス	野村証券 証券業界1位。腐っても鯛。普段はネット証券の人もIPOでは対面証券頼り。	2
1201	1354	ぱじぃた	湘南投資勉強会	東証ST	8940	インテリックス	インテリックス リノベ事業拡大。	2
1202	1355	pekepeke	湘南投資勉強会	東証ST	8940	インテリックス	インテリックス　不動産価格上昇に伴いリノベーション事業が好調をキープしそう。	2
1203	1357	mayumayu	湘南投資勉強会	東証PR	9009	京成電鉄	京成電鉄　インバウンド　中国富裕層の１０年ビザ新設	2
1204	1358	にからご	湘南投資勉強会	東証PR	9009	京成電鉄	京成電鉄　インバウンド客の需要が続きそう。	2
1205	1360	まちゃ	湘南投資勉強会	東証ST	9028	ゼロ	ゼロ 成長株＋高配当。時価総額450億は小さくないが2倍行ってもおかしくない	2
